"","x"
"WBGene00019678",1
"WBGene00019679",5
"WBGene00019680",5
"WBGene00019682",5
"WBGene00019686",5
"WBGene00019693",5
"WBGene00019698",2
"WBGene00019699",3
"WBGene00019713",4
"WBGene00019716",3
"WBGene00019719",2
"WBGene00019720",2
"WBGene00019727",5
"WBGene00019730",5
"WBGene00019734",2
"WBGene00019738",5
"WBGene00019742",1
"WBGene00019744",6
"WBGene00019746",4
"WBGene00019749",4
"WBGene00019750",3
"WBGene00019751",5
"WBGene00019757",2
"WBGene00019759",3
"WBGene00019760",3
"WBGene00019761",6
"WBGene00019762",1
"WBGene00019763",1
"WBGene00019766",2
"WBGene00019770",3
"WBGene00019772",2
"WBGene00019773",2
"WBGene00019774",2
"WBGene00019779",1
"WBGene00019780",2
"WBGene00019781",4
"WBGene00019782",2
"WBGene00019783",6
"WBGene00019789",2
"WBGene00019800",1
"WBGene00019801",2
"WBGene00019803",5
"WBGene00019812",3
"WBGene00019813",3
"WBGene00019815",2
"WBGene00019818",2
"WBGene00019819",1
"WBGene00019820",3
"WBGene00019823",3
"WBGene00019830",2
"WBGene00019831",2
"WBGene00019832",5
"WBGene00019833",2
"WBGene00019836",2
"WBGene00019837",2
"WBGene00019838",6
"WBGene00019839",6
"WBGene00019840",2
"WBGene00019842",2
"WBGene00019843",5
"WBGene00019844",3
"WBGene00019846",6
"WBGene00019847",4
"WBGene00019849",3
"WBGene00019851",3
"WBGene00019854",4
"WBGene00019855",3
"WBGene00019859",4
"WBGene00019861",2
"WBGene00019864",1
"WBGene00019866",5
"WBGene00019867",3
"WBGene00019868",6
"WBGene00019869",1
"WBGene00019875",4
"WBGene00019877",4
"WBGene00019880",3
"WBGene00019883",1
"WBGene00019884",1
"WBGene00019885",4
"WBGene00019888",2
"WBGene00019890",3
"WBGene00019893",1
"WBGene00019895",5
"WBGene00019900",5
"WBGene00019901",5
"WBGene00019902",2
"WBGene00019904",3
"WBGene00019906",3
"WBGene00019908",1
"WBGene00019909",4
"WBGene00019911",4
"WBGene00019912",6
"WBGene00019914",6
"WBGene00019917",5
"WBGene00019931",4
"WBGene00019935",1
"WBGene00019937",1
"WBGene00019938",1
"WBGene00019939",4
"WBGene00019941",6
"WBGene00019944",4
"WBGene00019945",3
"WBGene00019946",4
"WBGene00019947",2
"WBGene00019948",5
"WBGene00019956",5
"WBGene00019957",1
"WBGene00019959",5
"WBGene00019960",6
"WBGene00019962",6
"WBGene00019963",6
"WBGene00019964",4
"WBGene00019965",3
"WBGene00019967",4
"WBGene00019970",3
"WBGene00019972",6
"WBGene00019973",5
"WBGene00019975",2
"WBGene00019977",5
"WBGene00019978",3
"WBGene00019979",3
"WBGene00019983",5
"WBGene00019986",1
"WBGene00019993",4
"WBGene00019994",1
"WBGene00019998",2
"WBGene00020006",5
"WBGene00020007",3
"WBGene00020009",5
"WBGene00020011",4
"WBGene00020012",1
"WBGene00020014",6
"WBGene00020022",5
"WBGene00020025",4
"WBGene00020030",2
"WBGene00020031",2
"WBGene00020032",6
"WBGene00020034",4
"WBGene00020036",5
"WBGene00020038",2
"WBGene00020039",6
"WBGene00020040",6
"WBGene00020043",2
"WBGene00020047",4
"WBGene00020049",4
"WBGene00020051",4
"WBGene00020052",4
"WBGene00020054",3
"WBGene00020062",1
"WBGene00020063",4
"WBGene00020068",1
"WBGene00020075",4
"WBGene00020080",3
"WBGene00020082",1
"WBGene00020083",3
"WBGene00020088",2
"WBGene00020089",6
"WBGene00020090",2
"WBGene00020091",2
"WBGene00020093",2
"WBGene00020096",3
"WBGene00020102",5
"WBGene00020104",3
"WBGene00020105",3
"WBGene00020107",6
"WBGene00020110",1
"WBGene00020112",2
"WBGene00020114",4
"WBGene00020115",5
"WBGene00020125",5
"WBGene00020126",2
"WBGene00020128",1
"WBGene00020131",4
"WBGene00020134",5
"WBGene00020135",2
"WBGene00020136",2
"WBGene00020137",4
"WBGene00020139",3
"WBGene00020140",6
"WBGene00020141",2
"WBGene00020142",2
"WBGene00020143",4
"WBGene00020146",3
"WBGene00020148",6
"WBGene00020149",5
"WBGene00020153",2
"WBGene00020155",3
"WBGene00020156",5
"WBGene00020158",4
"WBGene00020166",5
"WBGene00020168",2
"WBGene00020171",2
"WBGene00020181",6
"WBGene00020182",4
"WBGene00020184",5
"WBGene00020185",5
"WBGene00020187",6
"WBGene00020188",2
"WBGene00020189",2
"WBGene00020191",5
"WBGene00020192",1
"WBGene00020194",5
"WBGene00020195",4
"WBGene00020197",1
"WBGene00020199",5
"WBGene00020200",4
"WBGene00020207",5
"WBGene00020208",2
"WBGene00020215",5
"WBGene00020216",6
"WBGene00020218",4
"WBGene00020219",4
"WBGene00020224",4
"WBGene00020229",2
"WBGene00020230",1
"WBGene00020231",3
"WBGene00020232",3
"WBGene00020237",1
"WBGene00020241",6
"WBGene00020243",2
"WBGene00020245",1
"WBGene00020246",6
"WBGene00020247",4
"WBGene00020248",4
"WBGene00020249",4
"WBGene00020250",3
"WBGene00020251",2
"WBGene00020256",1
"WBGene00020258",5
"WBGene00020259",1
"WBGene00020260",2
"WBGene00020263",1
"WBGene00020269",1
"WBGene00020270",1
"WBGene00020273",2
"WBGene00020275",6
"WBGene00020276",2
"WBGene00020277",5
"WBGene00020279",4
"WBGene00020280",1
"WBGene00020281",5
"WBGene00020283",6
"WBGene00020286",2
"WBGene00020294",4
"WBGene00020296",2
"WBGene00020297",2
"WBGene00020301",3
"WBGene00020311",6
"WBGene00020314",2
"WBGene00020315",5
"WBGene00020317",2
"WBGene00020319",4
"WBGene00020324",4
"WBGene00020325",3
"WBGene00020326",3
"WBGene00020327",6
"WBGene00020330",1
"WBGene00020335",4
"WBGene00020339",4
"WBGene00020340",1
"WBGene00020341",2
"WBGene00020343",3
"WBGene00020347",5
"WBGene00020348",6
"WBGene00020352",2
"WBGene00020357",2
"WBGene00020363",2
"WBGene00020365",4
"WBGene00020366",5
"WBGene00020368",4
"WBGene00020369",3
"WBGene00020373",2
"WBGene00020374",2
"WBGene00020378",3
"WBGene00020379",1
"WBGene00020381",6
"WBGene00020382",1
"WBGene00020383",1
"WBGene00020386",2
"WBGene00020389",2
"WBGene00020392",2
"WBGene00020393",2
"WBGene00020396",5
"WBGene00020397",3
"WBGene00020398",4
"WBGene00020401",3
"WBGene00020407",4
"WBGene00020413",4
"WBGene00020414",6
"WBGene00020418",3
"WBGene00020426",3
"WBGene00020427",4
"WBGene00020436",3
"WBGene00020437",5
"WBGene00020443",1
"WBGene00020446",2
"WBGene00020448",2
"WBGene00020449",3
"WBGene00020455",6
"WBGene00020456",6
"WBGene00020461",2
"WBGene00020462",4
"WBGene00020464",2
"WBGene00020465",5
"WBGene00020471",5
"WBGene00020472",4
"WBGene00020473",4
"WBGene00020474",2
"WBGene00020475",6
"WBGene00020479",5
"WBGene00020481",3
"WBGene00020483",5
"WBGene00020484",5
"WBGene00020487",5
"WBGene00020490",1
"WBGene00020497",4
"WBGene00020498",1
"WBGene00020503",3
"WBGene00020504",1
"WBGene00020506",4
"WBGene00020509",3
"WBGene00020511",5
"WBGene00020515",6
"WBGene00020516",5
"WBGene00020517",3
"WBGene00020530",5
"WBGene00020535",2
"WBGene00020549",6
"WBGene00020550",5
"WBGene00020551",6
"WBGene00020553",5
"WBGene00020554",5
"WBGene00020556",3
"WBGene00020557",6
"WBGene00020559",4
"WBGene00020560",6
"WBGene00020561",3
"WBGene00020562",2
"WBGene00020563",4
"WBGene00020566",4
"WBGene00020568",2
"WBGene00020569",4
"WBGene00020571",6
"WBGene00020574",2
"WBGene00020577",2
"WBGene00020579",4
"WBGene00020581",5
"WBGene00020583",4
"WBGene00020587",2
"WBGene00020588",2
"WBGene00020589",3
"WBGene00020593",4
"WBGene00020600",1
"WBGene00020601",1
"WBGene00020604",2
"WBGene00020611",3
"WBGene00020616",6
"WBGene00020617",3
"WBGene00020620",2
"WBGene00020625",1
"WBGene00020626",5
"WBGene00020629",2
"WBGene00020633",5
"WBGene00020635",6
"WBGene00020636",5
"WBGene00020646",4
"WBGene00020647",2
"WBGene00020648",5
"WBGene00020649",2
"WBGene00020651",4
"WBGene00020652",2
"WBGene00020658",5
"WBGene00020660",4
"WBGene00020662",5
"WBGene00020672",3
"WBGene00020674",5
"WBGene00020677",2
"WBGene00020678",2
"WBGene00020682",2
"WBGene00020683",5
"WBGene00020684",2
"WBGene00020688",1
"WBGene00020691",5
"WBGene00020692",5
"WBGene00020693",1
"WBGene00020695",2
"WBGene00020696",3
"WBGene00020700",3
"WBGene00020701",5
"WBGene00020702",5
"WBGene00020703",3
"WBGene00020704",5
"WBGene00020705",2
"WBGene00020706",2
"WBGene00020707",6
"WBGene00020709",1
"WBGene00020710",2
"WBGene00020712",4
"WBGene00020714",2
"WBGene00020715",5
"WBGene00020717",1
"WBGene00020718",6
"WBGene00020720",4
"WBGene00020722",4
"WBGene00020728",3
"WBGene00020732",4
"WBGene00020736",4
"WBGene00020737",4
"WBGene00020738",1
"WBGene00020741",3
"WBGene00020743",5
"WBGene00020748",2
"WBGene00020757",2
"WBGene00020760",5
"WBGene00020765",1
"WBGene00020770",3
"WBGene00020779",2
"WBGene00020781",1
"WBGene00020784",4
"WBGene00020788",1
"WBGene00020796",1
"WBGene00020798",5
"WBGene00020801",2
"WBGene00020802",6
"WBGene00020806",4
"WBGene00020808",4
"WBGene00020811",1
"WBGene00020812",5
"WBGene00020813",5
"WBGene00020827",2
"WBGene00020831",3
"WBGene00020832",4
"WBGene00020833",3
"WBGene00020836",4
"WBGene00020837",1
"WBGene00020838",1
"WBGene00020840",6
"WBGene00020841",6
"WBGene00020843",2
"WBGene00020846",5
"WBGene00020847",5
"WBGene00020854",2
"WBGene00020855",3
"WBGene00020862",3
"WBGene00020865",2
"WBGene00020867",3
"WBGene00020869",2
"WBGene00020871",4
"WBGene00020878",3
"WBGene00020881",3
"WBGene00020883",3
"WBGene00020884",4
"WBGene00020886",4
"WBGene00020889",1
"WBGene00020894",6
"WBGene00020895",3
"WBGene00020896",2
"WBGene00020897",1
"WBGene00020902",1
"WBGene00020908",4
"WBGene00020909",3
"WBGene00020910",4
"WBGene00020912",4
"WBGene00020917",2
"WBGene00020919",1
"WBGene00020920",5
"WBGene00020921",3
"WBGene00020924",4
"WBGene00020929",4
"WBGene00020930",1
"WBGene00020931",2
"WBGene00020932",5
"WBGene00020935",1
"WBGene00020936",5
"WBGene00020937",2
"WBGene00020938",5
"WBGene00020941",4
"WBGene00020946",2
"WBGene00020947",6
"WBGene00020948",2
"WBGene00020950",1
"WBGene00020952",4
"WBGene00020954",3
"WBGene00020957",6
"WBGene00020962",2
"WBGene00020966",6
"WBGene00020967",1
"WBGene00020972",5
"WBGene00020981",2
"WBGene00020982",4
"WBGene00020983",3
"WBGene00020989",5
"WBGene00020990",6
"WBGene00020994",4
"WBGene00021002",5
"WBGene00021004",1
"WBGene00021007",6
"WBGene00021008",5
"WBGene00021011",2
"WBGene00021014",2
"WBGene00021015",6
"WBGene00021018",3
"WBGene00021019",2
"WBGene00021020",5
"WBGene00021021",6
"WBGene00021024",5
"WBGene00021026",1
"WBGene00021034",6
"WBGene00021035",2
"WBGene00021038",2
"WBGene00021039",2
"WBGene00021043",5
"WBGene00021046",5
"WBGene00021048",4
"WBGene00021056",2
"WBGene00021060",4
"WBGene00021061",2
"WBGene00021066",5
"WBGene00021070",5
"WBGene00021072",4
"WBGene00021074",2
"WBGene00021078",2
"WBGene00021079",2
"WBGene00021080",3
"WBGene00021081",2
"WBGene00021082",6
"WBGene00021088",6
"WBGene00021089",3
"WBGene00021093",5
"WBGene00021094",4
"WBGene00021095",5
"WBGene00021113",6
"WBGene00021114",2
"WBGene00021122",4
"WBGene00021123",4
"WBGene00021127",4
"WBGene00021128",5
"WBGene00021133",6
"WBGene00021134",2
"WBGene00021135",2
"WBGene00021136",2
"WBGene00021137",4
"WBGene00021146",6
"WBGene00021147",6
"WBGene00021148",5
"WBGene00021149",6
"WBGene00021155",2
"WBGene00021156",4
"WBGene00021157",4
"WBGene00021158",3
"WBGene00021160",3
"WBGene00021161",4
"WBGene00021167",2
"WBGene00021170",5
"WBGene00021171",2
"WBGene00021178",1
"WBGene00021183",4
"WBGene00021190",6
"WBGene00021191",2
"WBGene00021193",2
"WBGene00021195",4
"WBGene00021200",2
"WBGene00021201",2
"WBGene00021202",1
"WBGene00021210",6
"WBGene00021211",2
"WBGene00021213",5
"WBGene00021235",3
"WBGene00021236",3
"WBGene00021246",2
"WBGene00021247",3
"WBGene00021248",6
"WBGene00021249",5
"WBGene00021252",6
"WBGene00021253",2
"WBGene00021260",4
"WBGene00021268",2
"WBGene00021269",2
"WBGene00021270",6
"WBGene00021276",1
"WBGene00021277",2
"WBGene00021279",3
"WBGene00021286",3
"WBGene00021287",6
"WBGene00021288",6
"WBGene00021292",5
"WBGene00021294",5
"WBGene00021296",6
"WBGene00021300",3
"WBGene00021305",4
"WBGene00021309",5
"WBGene00021311",1
"WBGene00021312",3
"WBGene00021316",1
"WBGene00021320",1
"WBGene00021321",5
"WBGene00021322",6
"WBGene00021323",1
"WBGene00021325",6
"WBGene00021326",6
"WBGene00021329",2
"WBGene00021331",6
"WBGene00021334",2
"WBGene00021335",3
"WBGene00021336",4
"WBGene00021337",4
"WBGene00021339",4
"WBGene00021340",2
"WBGene00021343",4
"WBGene00021345",2
"WBGene00021347",6
"WBGene00021348",5
"WBGene00021350",6
"WBGene00021351",6
"WBGene00021352",3
"WBGene00021354",5
"WBGene00021357",4
"WBGene00021358",6
"WBGene00021359",6
"WBGene00021365",2
"WBGene00021366",2
"WBGene00021367",6
"WBGene00021368",4
"WBGene00021369",2
"WBGene00021370",6
"WBGene00021371",2
"WBGene00021372",3
"WBGene00021377",2
"WBGene00021378",6
"WBGene00021381",6
"WBGene00021389",5
"WBGene00021394",4
"WBGene00021395",6
"WBGene00021398",6
"WBGene00021400",4
"WBGene00021401",6
"WBGene00021412",4
"WBGene00021415",3
"WBGene00021418",6
"WBGene00021419",2
"WBGene00021420",6
"WBGene00021421",6
"WBGene00021427",6
"WBGene00021430",3
"WBGene00021436",6
"WBGene00021437",4
"WBGene00021440",2
"WBGene00021441",6
"WBGene00021442",2
"WBGene00021445",6
"WBGene00021446",6
"WBGene00021448",5
"WBGene00021449",3
"WBGene00021450",3
"WBGene00021451",3
"WBGene00021452",4
"WBGene00021460",2
"WBGene00021464",5
"WBGene00021465",2
"WBGene00021466",6
"WBGene00021467",6
"WBGene00021469",2
"WBGene00021470",2
"WBGene00021474",2
"WBGene00021475",6
"WBGene00021476",6
"WBGene00021478",2
"WBGene00021479",2
"WBGene00021480",3
"WBGene00021486",3
"WBGene00021487",5
"WBGene00021492",5
"WBGene00021495",1
"WBGene00021496",3
"WBGene00021497",2
"WBGene00021499",4
"WBGene00021503",1
"WBGene00021506",5
"WBGene00021507",1
"WBGene00021508",6
"WBGene00021509",4
"WBGene00021510",4
"WBGene00021512",2
"WBGene00021514",1
"WBGene00021515",2
"WBGene00021516",2
"WBGene00021518",5
"WBGene00021519",5
"WBGene00021526",3
"WBGene00021528",4
"WBGene00021529",3
"WBGene00021531",2
"WBGene00021532",3
"WBGene00021533",1
"WBGene00021535",4
"WBGene00021536",5
"WBGene00021540",4
"WBGene00021543",4
"WBGene00021544",2
"WBGene00021546",5
"WBGene00021548",6
"WBGene00021553",2
"WBGene00021558",5
"WBGene00021560",2
"WBGene00021562",6
"WBGene00021563",5
"WBGene00021564",5
"WBGene00021565",4
"WBGene00021579",6
"WBGene00021581",1
"WBGene00021583",5
"WBGene00021585",3
"WBGene00021594",4
"WBGene00021597",4
"WBGene00021601",2
"WBGene00021602",1
"WBGene00021603",1
"WBGene00021608",6
"WBGene00021614",1
"WBGene00021625",6
"WBGene00021626",6
"WBGene00021627",6
"WBGene00021628",5
"WBGene00021629",2
"WBGene00021637",2
"WBGene00021640",2
"WBGene00021641",6
"WBGene00021644",5
"WBGene00021645",4
"WBGene00021646",1
"WBGene00021647",6
"WBGene00021652",6
"WBGene00021654",2
"WBGene00021657",1
"WBGene00021658",2
"WBGene00021660",1
"WBGene00021662",6
"WBGene00021667",2
"WBGene00021674",3
"WBGene00021675",3
"WBGene00021676",2
"WBGene00021682",6
"WBGene00021686",2
"WBGene00021687",2
"WBGene00021690",6
"WBGene00021691",2
"WBGene00021692",2
"WBGene00021703",4
"WBGene00021704",2
"WBGene00021709",4
"WBGene00021715",6
"WBGene00021721",2
"WBGene00021731",3
"WBGene00021732",4
"WBGene00021734",4
"WBGene00021736",2
"WBGene00021742",1
"WBGene00021743",1
"WBGene00021745",1
"WBGene00021749",2
"WBGene00021751",2
"WBGene00021754",1
"WBGene00021755",2
"WBGene00021757",1
"WBGene00021758",5
"WBGene00021763",6
"WBGene00021768",3
"WBGene00021772",3
"WBGene00021781",4
"WBGene00021784",5
"WBGene00021785",6
"WBGene00021790",3
"WBGene00021795",2
"WBGene00021800",5
"WBGene00021801",3
"WBGene00021804",5
"WBGene00021805",3
"WBGene00021810",2
"WBGene00021811",6
"WBGene00021812",2
"WBGene00021813",6
"WBGene00021814",4
"WBGene00021816",6
"WBGene00021818",4
"WBGene00021826",5
"WBGene00021827",6
"WBGene00021828",2
"WBGene00021829",6
"WBGene00021830",6
"WBGene00021835",3
"WBGene00021839",6
"WBGene00021841",6
"WBGene00021842",2
"WBGene00021843",2
"WBGene00021844",5
"WBGene00021845",6
"WBGene00021847",5
"WBGene00021849",6
"WBGene00021850",3
"WBGene00021852",3
"WBGene00021855",2
"WBGene00021856",2
"WBGene00021858",2
"WBGene00021862",2
"WBGene00021865",3
"WBGene00021868",3
"WBGene00021870",5
"WBGene00021871",6
"WBGene00021872",6
"WBGene00021873",3
"WBGene00021874",5
"WBGene00021875",3
"WBGene00021876",4
"WBGene00021879",4
"WBGene00021882",2
"WBGene00021883",3
"WBGene00021887",2
"WBGene00021888",5
"WBGene00021892",5
"WBGene00021893",4
"WBGene00021894",2
"WBGene00021895",5
"WBGene00021898",6
"WBGene00021899",2
"WBGene00021900",2
"WBGene00021901",2
"WBGene00021904",6
"WBGene00021909",2
"WBGene00021910",1
"WBGene00021915",3
"WBGene00021918",5
"WBGene00021920",6
"WBGene00021921",6
"WBGene00021922",2
"WBGene00021924",2
"WBGene00021925",6
"WBGene00021929",2
"WBGene00021930",6
"WBGene00021931",3
"WBGene00021933",5
"WBGene00021935",6
"WBGene00021939",5
"WBGene00021942",4
"WBGene00021943",4
"WBGene00021945",2
"WBGene00021948",4
"WBGene00021952",1
"WBGene00021956",4
"WBGene00021959",6
"WBGene00021960",3
"WBGene00021961",4
"WBGene00021963",3
"WBGene00021964",4
"WBGene00021965",6
"WBGene00021969",6
"WBGene00021974",4
"WBGene00021975",4
"WBGene00021976",3
"WBGene00021981",3
"WBGene00021994",4
"WBGene00022004",2
"WBGene00022010",4
"WBGene00022012",6
"WBGene00022013",2
"WBGene00022014",4
"WBGene00022018",6
"WBGene00022024",3
"WBGene00022029",6
"WBGene00022031",6
"WBGene00022033",5
"WBGene00022034",2
"WBGene00022035",2
"WBGene00022036",2
"WBGene00022037",3
"WBGene00022038",6
"WBGene00022039",2
"WBGene00022040",3
"WBGene00022042",2
"WBGene00022043",2
"WBGene00022044",5
"WBGene00022045",6
"WBGene00022047",3
"WBGene00022051",2
"WBGene00022053",6
"WBGene00022055",2
"WBGene00022056",6
"WBGene00022063",2
"WBGene00022071",4
"WBGene00022072",6
"WBGene00022073",5
"WBGene00022074",2
"WBGene00022075",6
"WBGene00022077",2
"WBGene00022078",2
"WBGene00022079",6
"WBGene00022089",6
"WBGene00022092",6
"WBGene00022093",3
"WBGene00022099",6
"WBGene00022101",6
"WBGene00022103",5
"WBGene00022104",3
"WBGene00022110",2
"WBGene00022113",2
"WBGene00022115",2
"WBGene00022119",5
"WBGene00022121",5
"WBGene00022122",6
"WBGene00022127",4
"WBGene00022130",4
"WBGene00022140",6
"WBGene00022141",6
"WBGene00022144",2
"WBGene00022146",3
"WBGene00022148",1
"WBGene00022149",2
"WBGene00022155",6
"WBGene00022156",5
"WBGene00022158",6
"WBGene00022159",1
"WBGene00022160",5
"WBGene00022166",2
"WBGene00022168",2
"WBGene00022169",6
"WBGene00022170",6
"WBGene00022173",5
"WBGene00022176",5
"WBGene00022178",4
"WBGene00022179",1
"WBGene00022185",2
"WBGene00022188",5
"WBGene00022189",2
"WBGene00022193",2
"WBGene00022194",2
"WBGene00022199",4
"WBGene00022200",1
"WBGene00022201",1
"WBGene00022202",4
"WBGene00022203",2
"WBGene00022219",6
"WBGene00022222",2
"WBGene00022230",1
"WBGene00022231",5
"WBGene00022240",4
"WBGene00022242",1
"WBGene00022244",2
"WBGene00022245",5
"WBGene00022246",4
"WBGene00022252",5
"WBGene00022254",2
"WBGene00022257",2
"WBGene00022258",5
"WBGene00022259",5
"WBGene00022260",5
"WBGene00022261",3
"WBGene00022269",2
"WBGene00022270",5
"WBGene00022271",4
"WBGene00022273",6
"WBGene00022274",5
"WBGene00022276",6
"WBGene00022278",2
"WBGene00022279",4
"WBGene00022280",2
"WBGene00022283",5
"WBGene00022284",4
"WBGene00022287",5
"WBGene00022296",2
"WBGene00022297",3
"WBGene00022302",2
"WBGene00022307",3
"WBGene00022309",6
"WBGene00022310",2
"WBGene00022313",4
"WBGene00022314",2
"WBGene00022324",3
"WBGene00022326",1
"WBGene00022331",1
"WBGene00022333",6
"WBGene00022335",6
"WBGene00022336",6
"WBGene00022347",3
"WBGene00022348",4
"WBGene00022353",2
"WBGene00022354",2
"WBGene00022357",6
"WBGene00022358",4
"WBGene00022361",2
"WBGene00022363",2
"WBGene00022371",6
"WBGene00022373",1
"WBGene00022376",2
"WBGene00022378",2
"WBGene00022379",6
"WBGene00022380",6
"WBGene00022381",6
"WBGene00022382",5
"WBGene00022386",2
"WBGene00022388",2
"WBGene00022390",2
"WBGene00022392",2
"WBGene00022393",4
"WBGene00022394",5
"WBGene00022396",4
"WBGene00022401",4
"WBGene00022402",6
"WBGene00022403",3
"WBGene00022410",4
"WBGene00022413",1
"WBGene00022415",5
"WBGene00022420",1
"WBGene00022423",5
"WBGene00022425",4
"WBGene00022427",2
"WBGene00022440",2
"WBGene00022441",4
"WBGene00022445",2
"WBGene00022447",2
"WBGene00022448",6
"WBGene00022451",2
"WBGene00022452",2
"WBGene00022453",6
"WBGene00022455",3
"WBGene00022458",1
"WBGene00022462",2
"WBGene00022463",1
"WBGene00022464",1
"WBGene00022466",2
"WBGene00022470",1
"WBGene00022471",3
"WBGene00022472",2
"WBGene00022474",2
"WBGene00022476",2
"WBGene00022486",5
"WBGene00022488",2
"WBGene00022490",6
"WBGene00022491",2
"WBGene00022493",6
"WBGene00022495",3
"WBGene00022497",4
"WBGene00022499",1
"WBGene00022500",4
"WBGene00022504",5
"WBGene00022505",1
"WBGene00022515",4
"WBGene00022516",2
"WBGene00022517",5
"WBGene00022532",4
"WBGene00022538",1
"WBGene00022546",4
"WBGene00022547",2
"WBGene00022550",4
"WBGene00022554",2
"WBGene00022562",2
"WBGene00022572",4
"WBGene00022574",2
"WBGene00022577",5
"WBGene00022583",1
"WBGene00022591",3
"WBGene00022597",2
"WBGene00022599",5
"WBGene00022609",4
"WBGene00022611",5
"WBGene00022612",3
"WBGene00022613",3
"WBGene00022614",4
"WBGene00022615",1
"WBGene00022616",5
"WBGene00022618",1
"WBGene00022626",6
"WBGene00022627",6
"WBGene00022633",4
"WBGene00022641",1
"WBGene00022642",5
"WBGene00022643",2
"WBGene00022644",1
"WBGene00022645",5
"WBGene00022646",2
"WBGene00022647",4
"WBGene00022657",3
"WBGene00022663",6
"WBGene00022664",4
"WBGene00022665",5
"WBGene00022666",3
"WBGene00022668",4
"WBGene00022673",4
"WBGene00022675",4
"WBGene00022678",5
"WBGene00022680",6
"WBGene00022683",5
"WBGene00022685",5
"WBGene00022703",5
"WBGene00022704",2
"WBGene00022712",2
"WBGene00022713",2
"WBGene00022717",1
"WBGene00022720",4
"WBGene00022721",6
"WBGene00022722",1
"WBGene00022725",5
"WBGene00022734",5
"WBGene00022737",2
"WBGene00022742",2
"WBGene00022745",4
"WBGene00022747",6
"WBGene00022748",2
"WBGene00022751",6
"WBGene00022753",6
"WBGene00022754",6
"WBGene00022757",5
"WBGene00022758",5
"WBGene00022765",1
"WBGene00022767",4
"WBGene00022769",4
"WBGene00022770",5
"WBGene00022775",2
"WBGene00022778",6
"WBGene00022781",3
"WBGene00022782",4
"WBGene00022783",6
"WBGene00022786",4
"WBGene00022788",3
"WBGene00022792",1
"WBGene00022793",5
"WBGene00022795",6
"WBGene00022801",5
"WBGene00022802",2
"WBGene00022813",1
"WBGene00022814",4
"WBGene00022816",1
"WBGene00022818",6
"WBGene00022845",5
"WBGene00022848",3
"WBGene00022851",1
"WBGene00022852",2
"WBGene00022856",5
"WBGene00022858",1
"WBGene00022860",5
"WBGene00022862",1
"WBGene00022864",1
"WBGene00022865",1
"WBGene00022867",1
"WBGene00022873",1
"WBGene00022876",6
"WBGene00022887",3
"WBGene00022891",4
"WBGene00022893",2
"WBGene00022910",2
"WBGene00022951",2
"WBGene00022970",6
"WBGene00022982",2
"WBGene00023036",2
"WBGene00023067",6
"WBGene00023068",6
"WBGene00023069",6
"WBGene00023159",2
"WBGene00023209",4
"WBGene00023252",1
"WBGene00023263",1
"WBGene00023382",4
"WBGene00023401",6
"WBGene00023407",2
"WBGene00023408",5
"WBGene00023409",5
"WBGene00023414",4
"WBGene00023416",4
"WBGene00023417",6
"WBGene00023419",6
"WBGene00023422",6
"WBGene00023429",6
"WBGene00023432",2
"WBGene00023450",6
"WBGene00023458",6
"WBGene00023477",3
"WBGene00023483",2
"WBGene00023485",2
"WBGene00023486",5
"WBGene00023487",2
"WBGene00023489",3
"WBGene00023491",1
"WBGene00023492",4
"WBGene00023500",5
"WBGene00023501",2
"WBGene00043049",5
"WBGene00043053",2
"WBGene00043057",2
"WBGene00043060",6
"WBGene00043062",5
"WBGene00043064",5
"WBGene00043066",1
"WBGene00043097",3
"WBGene00043279",2
"WBGene00043534",4
"WBGene00043702",3
"WBGene00043980",5
"WBGene00043983",2
"WBGene00043985",1
"WBGene00043998",6
"WBGene00044006",2
"WBGene00044009",2
"WBGene00044013",2
"WBGene00044014",2
"WBGene00044019",1
"WBGene00044024",3
"WBGene00044025",2
"WBGene00044026",6
"WBGene00044035",4
"WBGene00044043",3
"WBGene00044049",1
"WBGene00044058",5
"WBGene00044059",5
"WBGene00044063",5
"WBGene00044065",2
"WBGene00044067",2
"WBGene00044069",2
"WBGene00044070",1
"WBGene00044071",4
"WBGene00044073",1
"WBGene00044074",5
"WBGene00044077",2
"WBGene00044078",2
"WBGene00044082",3
"WBGene00044086",4
"WBGene00044094",5
"WBGene00044107",1
"WBGene00044109",6
"WBGene00044113",4
"WBGene00044139",3
"WBGene00044143",4
"WBGene00044151",6
"WBGene00044163",6
"WBGene00044166",4
"WBGene00044167",2
"WBGene00044174",1
"WBGene00044175",1
"WBGene00044176",4
"WBGene00044182",4
"WBGene00044189",2
"WBGene00044191",3
"WBGene00044193",4
"WBGene00044194",4
"WBGene00044206",6
"WBGene00044210",4
"WBGene00044212",2
"WBGene00044213",6
"WBGene00044236",2
"WBGene00044237",2
"WBGene00044246",2
"WBGene00044253",6
"WBGene00044258",2
"WBGene00044272",6
"WBGene00044280",3
"WBGene00044283",6
"WBGene00044287",3
"WBGene00044290",2
"WBGene00044292",5
"WBGene00044293",4
"WBGene00044294",5
"WBGene00044295",4
"WBGene00044296",1
"WBGene00044301",2
"WBGene00044303",4
"WBGene00044316",4
"WBGene00044318",6
"WBGene00044321",1
"WBGene00044322",6
"WBGene00044323",6
"WBGene00044324",6
"WBGene00044325",4
"WBGene00044338",4
"WBGene00044339",3
